,MockCommunity,GeneratedReads,NumSpecies,NumGenera,NumFamily,ClassifiedReads,UnclassifiedReads,TDSpecies,TDGenera,TDFamily,FDSpecies,FDGenera,FDFamily,RecallSpecies,PrecisionSpecies,RecallGenera,PrecisionGenera,RecallFamily,PrecisionFamily
0,median_3_EC,12163378.0,50.0,36.0,20.0,9893178.0,776470.0,19.0,15.0,8.0,28.0,13.0,1.0,38.0,40.42553191489361,41.66666666666667,53.57142857142857,40.0,88.88888888888889
1,small_1_EC,2329085.0,10.0,9.0,6.0,1237132.0,0.0,2.0,4.0,4.0,13.0,4.0,0.0,20.0,13.333333333333334,44.44444444444444,50.0,66.66666666666666,100.0
2,median_1_EC,14026914.0,50.0,33.0,22.0,704147.0,0.0,2.0,6.0,3.0,14.0,6.0,0.0,4.0,12.5,18.181818181818183,50.0,13.636363636363635,100.0
3,small_2_EC,2386135.0,10.0,9.0,6.0,629110.0,775722.0,3.0,5.0,3.0,27.0,13.0,3.0,30.0,10.0,55.55555555555556,27.77777777777778,50.0,50.0
4,small_3_EC,2764682.0,10.0,9.0,7.0,2084111.0,1209.0,4.0,6.0,6.0,28.0,11.0,0.0,40.0,12.5,66.66666666666666,35.294117647058826,85.71428571428571,100.0
5,median_2_EC,14050238.0,50.0,37.0,25.0,6702136.0,7451.0,10.0,14.0,11.0,60.0,20.0,1.0,20.0,14.285714285714285,37.83783783783784,41.17647058823529,44.0,91.66666666666666
