Taxon name,RelAbReads,PredictedRelAb,Mock_community,Tool,Level,ComType
Mucoraceae,0.6060606060606061,2.4700840531259964,complete_1,HMS,Family,EqualReads
Nectriaceae,0.6060606060606061,2.0647998446596425,complete_1,HMS,Family,EqualReads
Pichiaceae,4.848484848484849,2.5595669938244097,complete_1,HMS,Family,EqualReads
Pleosporaceae,4.242424242424242,0.2801221632260096,complete_1,HMS,Family,EqualReads
Pneumocystaceae,1.8181818181818183,2.6216980668135914,complete_1,HMS,Family,EqualReads
Rhizopodaceae,0.6060606060606061,1.7124575970002682,complete_1,HMS,Family,EqualReads
Saccharomycetaceae,12.727272727272728,5.249061696586415,complete_1,HMS,Family,EqualReads
Trichocomaceae,0.6060606060606061,2.0595271954626826,complete_1,HMS,Family,EqualReads
Trichosporonaceae,0.6060606060606061,2.2710795698532227,complete_1,HMS,Family,EqualReads
Candida albicans,8.176429799685284,0.2642,small_1,HMS,Species,EqualCoverage
Yarrowia lipolytica,11.737356086188353,0.0006,small_1,HMS,Species,EqualCoverage
Aspergillus,19.450127410549637,0.6731,small_1,HMS,Genus,EqualCoverage
Candida,8.176429799685284,0.2642,small_1,HMS,Genus,EqualCoverage
Kluyveromyces,6.119227078444968,0.004,small_1,HMS,Genus,EqualCoverage
Yarrowia,11.737356086188353,0.0549,small_1,HMS,Genus,EqualCoverage
Aspergillaceae,19.450127410549637,67.31706883339854,small_1,HMS,Family,EqualCoverage
Debaryomycetaceae,15.133367824703692,26.42070530873019,small_1,HMS,Family,EqualCoverage
Dipodascaceae,11.737356086188353,5.491491611242778,small_1,HMS,Family,EqualCoverage
Saccharomycetaceae,27.072305218572957,0.7505262170892031,small_1,HMS,Family,EqualCoverage
Candida albicans,7.980939888145473,0.2354,small_2,HMS,Species,EqualCoverage
Malassezia restricta,4.096373423968049,0.139,small_2,HMS,Species,EqualCoverage
Paracoccidioides brasiliensis,16.736982609952918,0.5524,small_2,HMS,Species,EqualCoverage
Candida,15.104677648163243,0.2364,small_2,HMS,Genus,EqualCoverage
Debaryomyces,6.790604890335207,0.0474,small_2,HMS,Genus,EqualCoverage
Kluyveromyces,5.972922739073858,0.0033,small_2,HMS,Genus,EqualCoverage
Malassezia,4.096373423968049,0.1426,small_2,HMS,Genus,EqualCoverage
Paracoccidioides,16.736982609952918,0.5522,small_2,HMS,Genus,EqualCoverage
Debaryomycetaceae,21.89528253849845,28.400477779549444,small_2,HMS,Family,EqualCoverage
Malasseziaceae,4.096373423968049,14.259996924899204,small_2,HMS,Family,EqualCoverage
Saccharomycetaceae,20.568324927131112,0.6787288444454569,small_2,HMS,Family,EqualCoverage
Candida albicans,6.888170140363341,0.1583,small_3,HMS,Species,EqualCoverage
Fusarium falciforme,25.832084847371235,0.5581,small_3,HMS,Species,EqualCoverage
Kluyveromyces marxianus,5.266500812751702,0.1362,small_3,HMS,Species,EqualCoverage
Malassezia restricta,3.53548798740687,0.0936,small_3,HMS,Species,EqualCoverage
Aspergillus,13.174643593729767,0.0086,small_3,HMS,Genus,EqualCoverage
Candida,6.888170140363341,0.1583,small_3,HMS,Genus,EqualCoverage
Debaryomyces,5.860818712604198,0.0319,small_3,HMS,Genus,EqualCoverage
Fusarium,25.832084847371235,0.56,small_3,HMS,Genus,EqualCoverage
Kluyveromyces,10.421596407832801,0.1362,small_3,HMS,Genus,EqualCoverage
Malassezia,3.53548798740687,0.0961,small_3,HMS,Genus,EqualCoverage
Aspergillaceae,13.174643593729767,0.8997659831584601,small_3,HMS,Family,EqualCoverage
Debaryomycetaceae,12.748988852967539,19.021684921259087,small_3,HMS,Family,EqualCoverage
Malasseziaceae,3.53548798740687,9.605672031151094,small_3,HMS,Family,EqualCoverage
Nectriaceae,25.832084847371235,56.00257993976944,small_3,HMS,Family,EqualCoverage
Pleosporaceae,17.369737279007133,0.30359848848138415,small_3,HMS,Family,EqualCoverage
Saccharomycetaceae,16.243278612151414,13.819126081368807,small_3,HMS,Family,EqualCoverage
Candida albicans,1.3576471631607638,0.4654,median_1,HMS,Species,EqualCoverage
Cryptococcus neoformans,1.810989929787835,0.3866,median_1,HMS,Species,EqualCoverage
Aspergillus,11.722015262943795,0.0008,median_1,HMS,Genus,EqualCoverage
Candida,2.5932147299113693,0.4659,median_1,HMS,Genus,EqualCoverage
Cryptococcus,3.7092264200094194,0.4116,median_1,HMS,Genus,EqualCoverage
Debaryomyces,1.1551578629483292,0.0956,median_1,HMS,Genus,EqualCoverage
Kluyveromyces,1.0160609810539938,0.0121,median_1,HMS,Genus,EqualCoverage
Malassezia,2.22047415418673,0.0008,median_1,HMS,Genus,EqualCoverage
Cryptococcaceae,14.497201594021323,41.159303384094514,median_1,HMS,Family,EqualCoverage
Debaryomycetaceae,6.205463297201366,56.16554497853431,median_1,HMS,Family,EqualCoverage
Saccharomycetaceae,9.956815875537556,2.435002918424704,median_1,HMS,Family,EqualCoverage
Arthroderma uncinatum,2.2360973529416373,0.0937,median_2,HMS,Species,EqualCoverage
Aspergillus lentulus,2.8686845019991836,0.1446,median_2,HMS,Species,EqualCoverage
Candida albicans,1.355393410417674,0.0495,median_2,HMS,Species,EqualCoverage
Clavispora lusitaniae,1.1496744752651165,0.0479,median_2,HMS,Species,EqualCoverage
Cryptococcus gattii,1.743721351908772,0.1085,median_2,HMS,Species,EqualCoverage
Fusarium falciforme,5.083009981752622,0.1737,median_2,HMS,Species,EqualCoverage
Malassezia restricta,0.6956821656686527,0.0291,median_2,HMS,Species,EqualCoverage
Meyerozyma guilliermondii,1.006858389160383,0.042,median_2,HMS,Species,EqualCoverage
Trichophyton rubrum,2.135415784415894,0.0772,median_2,HMS,Species,EqualCoverage
Trichosporon asahii,2.325725727920054,0.087,median_2,HMS,Species,EqualCoverage
Arthroderma,2.2360973529416373,0.0936,median_2,HMS,Genus,EqualCoverage
Aspergillus,11.899798423343434,0.22,median_2,HMS,Genus,EqualCoverage
Candida,3.8621125136812626,0.0506,median_2,HMS,Genus,EqualCoverage
Clavispora,1.1496744752651165,0.0479,median_2,HMS,Genus,EqualCoverage
Cryptococcus,5.352065922299679,0.1353,median_2,HMS,Genus,EqualCoverage
Cyberlindnera,1.2354167950749304,0.0002,median_2,HMS,Genus,EqualCoverage
Debaryomyces,1.1532402511615818,0.0101,median_2,HMS,Genus,EqualCoverage
Fusarium,5.083009981752622,0.1745,median_2,HMS,Genus,EqualCoverage
Kluyveromyces,1.0143742760798786,0.0009,median_2,HMS,Genus,EqualCoverage
Malassezia,1.4691566078809484,0.0302,median_2,HMS,Genus,EqualCoverage
Meyerozyma,1.006858389160383,0.042,median_2,HMS,Genus,EqualCoverage
Naumovozyma,1.0647079430255915,0.0004,median_2,HMS,Genus,EqualCoverage
Trichophyton,2.135415784415894,0.0893,median_2,HMS,Genus,EqualCoverage
Trichosporon,2.325725727920054,0.0872,median_2,HMS,Genus,EqualCoverage
Arthrodermataceae,4.371513137357532,18.289352235838063,median_2,HMS,Family,EqualCoverage
Aspergillaceae,11.899798423343434,22.031534876885864,median_2,HMS,Family,EqualCoverage
Cryptococcaceae,7.328644539686801,13.525526981019844,median_2,HMS,Family,EqualCoverage
Debaryomycetaceae,9.92569663232751,10.278113988238024,median_2,HMS,Family,EqualCoverage
Didymellaceae,3.8762546228754275,0.37015691129722295,median_2,HMS,Family,EqualCoverage
Malasseziaceae,1.4691566078809484,3.0192618413026016,median_2,HMS,Family,EqualCoverage
Metschnikowiaceae,1.1496744752651165,4.814424494383932,median_2,HMS,Family,EqualCoverage
Nectriaceae,5.083009981752622,17.449538995470213,median_2,HMS,Family,EqualCoverage
Pleosporaceae,6.392994908698344,0.8687121875012576,median_2,HMS,Family,EqualCoverage
Saccharomycetaceae,5.707490506566508,0.22332224025115108,median_2,HMS,Family,EqualCoverage
Trichosporonaceae,2.325725727920054,8.726200286247126,median_2,HMS,Family,EqualCoverage
Candida albicans,1.5656505947607646,0.0314,median_3,HMS,Species,EqualCoverage
Candida dubliniensis,1.6024495826734975,0.0359,median_3,HMS,Species,EqualCoverage
Candida orthopsilosis,1.3877066058458432,0.0328,median_3,HMS,Species,EqualCoverage
Candida tropicalis,1.5982237828997832,0.0312,median_3,HMS,Species,EqualCoverage
Cladophialophora bantiana,4.025477133079313,0.0918,median_3,HMS,Species,EqualCoverage
Cladophialophora carrionii,3.177965857839821,0.0725,median_3,HMS,Species,EqualCoverage
Cryptococcus deuterogattii,1.9238241218845618,0.0437,median_3,HMS,Species,EqualCoverage
Debaryomyces fabryi,1.2820944971043406,0.0357,median_3,HMS,Species,EqualCoverage
Fonsecaea monophora,3.86184660215279,0.085,median_3,HMS,Species,EqualCoverage
Fonsecaea nubica,3.7037326308530414,0.0838,median_3,HMS,Species,EqualCoverage
Kluyveromyces marxianus,1.1970523320084272,0.0269,median_3,HMS,Species,EqualCoverage
Lodderomyces elongisporus,1.7633752728888306,0.0397,median_3,HMS,Species,EqualCoverage
Malassezia globosa,0.9816352003530598,0.0224,median_3,HMS,Species,EqualCoverage
Malassezia restricta,0.8036007760344207,0.0183,median_3,HMS,Species,EqualCoverage
Malassezia sympodialis,0.8407450627613481,0.0196,median_3,HMS,Species,EqualCoverage
Nakaseomyces glabratus,1.350307455708439,0.0311,median_3,HMS,Species,EqualCoverage
Paracoccidioides brasiliensis,3.2833559887721977,0.0728,median_3,HMS,Species,EqualCoverage
Penicillium rubens,3.325449558502581,0.0751,median_3,HMS,Species,EqualCoverage
Pichia kudriavzevii,1.185254622523447,0.027,median_3,HMS,Species,EqualCoverage
Aspergillus,3.7243765671016718,0.0799,median_3,HMS,Genus,EqualCoverage
Blastomyces,7.29712584777025,0.0293,median_3,HMS,Genus,EqualCoverage
Candida,7.569163763553184,0.138,median_3,HMS,Genus,EqualCoverage
Cladophialophora,7.203442990919134,0.1642,median_3,HMS,Genus,EqualCoverage
Cryptococcus,1.9238241218845618,0.0438,median_3,HMS,Genus,EqualCoverage
Debaryomyces,2.614232658065876,0.0357,median_3,HMS,Genus,EqualCoverage
Fonsecaea,7.565579233005831,0.1724,median_3,HMS,Genus,EqualCoverage
Kluyveromyces,2.368782750975921,0.0269,median_3,HMS,Genus,EqualCoverage
Lodderomyces,1.7633752728888306,0.0396,median_3,HMS,Genus,EqualCoverage
Malassezia,2.6259810391488285,0.0603,median_3,HMS,Genus,EqualCoverage
Nakaseomyces,1.350307455708439,0.0314,median_3,HMS,Genus,EqualCoverage
Paracoccidioides,3.2833559887721977,0.0727,median_3,HMS,Genus,EqualCoverage
Penicillium,3.325449558502581,0.0752,median_3,HMS,Genus,EqualCoverage
Pichia,1.185254622523447,0.027,median_3,HMS,Genus,EqualCoverage
Pneumocystis,0.8398407087241719,0.0003,median_3,HMS,Genus,EqualCoverage
Ajellomycetaceae,7.29712584777025,3.0762214461058135,median_3,HMS,Family,EqualCoverage
Aspergillaceae,7.049826125604253,15.508740307084171,median_3,HMS,Family,EqualCoverage
Cryptococcaceae,4.5395859604133,4.382272029967623,median_3,HMS,Family,EqualCoverage
Debaryomycetaceae,19.5022550478987,21.33949498615137,median_3,HMS,Family,EqualCoverage
Herpotrichiellaceae,14.769022223924965,33.66939565391473,median_3,HMS,Family,EqualCoverage
Malasseziaceae,2.6259810391488285,6.027340358369836,median_3,HMS,Family,EqualCoverage
Pichiaceae,2.158076481714208,2.704250412009843,median_3,HMS,Family,EqualCoverage
Saccharomycetaceae,11.739904819204007,5.853014082563924,median_3,HMS,Family,EqualCoverage
