Tool,Level,Hst,Pval,FDRp
kraken_vs_metaphlan,Species,4.946925118264687,0.02613711556065772,0.028687078054380425
kraken_vs_eukdetect,Species,10.280009213670795,0.0013447927537387548,0.0020171891306081323
kraken_vs_HMS,Species,6.819778002018168,0.009015377415480922,0.010676104834122145
kraken_vs_funomic,Species,26.633611691022953,2.4592794631790565e-07,2.1380628623095817e-06
kraken_vs_micop,Species,7.818160839967696,0.005172380485563448,0.00646547560695431
metaphlan_vs_eukdetect,Species,26.38231872818921,2.8009276300386007e-07,2.1380628623095817e-06
metaphlan_vs_HMS,Species,1.5253861148597938,0.21680622958085652,0.21680622958085652
metaphlan_vs_funomic,Species,26.66144200626958,2.4241099314636217e-07,2.1380628623095817e-06
metaphlan_vs_micop,Species,25.20306911272642,5.160001760901564e-07,2.5800008804507817e-06
eukdetect_vs_HMS,Species,23.895407308079108,1.017141315222035e-06,3.26938279892797e-06
eukdetect_vs_funomic,Species,11.090895773822593,0.0008675256901414532,0.0014458761502357553
eukdetect_vs_micop,Species,1.863803928345152,0.1721864136271189,0.17609974120955343
HMS_vs_funomic,Species,24.224299065420553,8.574364057459465e-07,3.26938279892797e-06
HMS_vs_micop,Species,23.931509148900442,9.982447372338078e-07,3.26938279892797e-06
funomic_vs_micop,Species,18.988619030857667,1.3150047086510812e-05,3.2875117716277026e-05
kraken_vs_metaphlan,Genus,9.64589072543616,0.0018977565017352434,0.002754807825099547
kraken_vs_eukdetect,Genus,16.48953301127214,4.8919392730736905e-05,0.00010006239422196186
kraken_vs_HMS,Genus,2.102394684286146,0.1470686466676801,0.15757355000108583
kraken_vs_funomic,Genus,17.664233576642335,2.6353570394335368e-05,5.951117650921855e-05
kraken_vs_micop,Genus,8.89176406319633,0.0028645983345469304,0.004028341407956621
metaphlan_vs_eukdetect,Genus,26.413043478260857,2.756726178741368e-07,2.1380628623095817e-06
metaphlan_vs_HMS,Genus,5.400273423600572,0.02013359713483799,0.02323107361712076
metaphlan_vs_funomic,Genus,26.46784232365144,2.6796194007080223e-07,2.1380628623095817e-06
metaphlan_vs_micop,Genus,26.34826384406866,2.850750483079442e-07,2.1380628623095817e-06
eukdetect_vs_HMS,Genus,23.951612903225797,9.878749684686362e-07,3.26938279892797e-06
eukdetect_vs_funomic,Genus,17.186773593677362,3.387869366361498e-05,7.259720070774639e-05
eukdetect_vs_micop,Genus,12.007247632247612,0.0005299406170683407,0.0009172049141567435
HMS_vs_funomic,Genus,24.016172506738535,9.552991390840002e-07,3.26938279892797e-06
HMS_vs_micop,Genus,20.39811574697174,6.289168880882666e-06,1.7688287477482497e-05
funomic_vs_micop,Genus,17.657328990228013,2.644941178187491e-05,5.951117650921855e-05
kraken_vs_metaphlan,Family,10.481865284974088,0.0012055198367354966,0.0018830338224678548
kraken_vs_eukdetect,Family,10.46965972312071,0.0012135106855903953,0.0018830338224678548
kraken_vs_HMS,Family,2.0131302876480506,0.15594326937489145,0.16319644469465383
kraken_vs_funomic,Family,15.010949746426917,0.000106889173829077,0.0002091309922742811
kraken_vs_micop,Family,7.627623736719351,0.005748098604092623,0.006990930734707245
metaphlan_vs_eukdetect,Family,25.708342299691576,3.9710675410191703e-07,2.233725491823283e-06
metaphlan_vs_HMS,Family,5.047611586742003,0.02465990797507645,0.027742396471961007
metaphlan_vs_funomic,Family,25.73825117775482,3.9100002944241007e-07,2.233725491823283e-06
metaphlan_vs_micop,Family,21.472751082905216,3.5889243641845146e-06,1.0766773092553545e-05
eukdetect_vs_HMS,Family,12.099630748573333,0.0005043180917002015,0.0009077725650603626
eukdetect_vs_funomic,Family,8.176508760545104,0.004243635712611178,0.0054561030590715145
eukdetect_vs_micop,Family,8.72390092076254,0.0031406533914321525,0.0042827091701347535
HMS_vs_funomic,Family,20.19044634696807,7.0102171359014745e-06,1.855645712444508e-05
HMS_vs_micop,Family,8.628379287155333,0.0033096589855651417,0.0043804310103068055
funomic_vs_micop,Family,12.688833976387626,0.00036784558154671833,0.0006897104654000969
