Taxon name,RelAbReads,PredictedRelAb,Mock_community,Tool,Level,ComType
Tetrapisispora,1.2195651462559436,3.0260137828933753,large_2,kraken,Genus,EqualCoverage
Torulaspora,0.42980137025188037,1.0641438519753912,large_2,kraken,Genus,EqualCoverage
Yarrowia,0.95570342104299,2.304942704199592,large_2,kraken,Genus,EqualCoverage
Zygotorulaspora,0.4853593030660764,1.1826594439761458,large_2,kraken,Genus,EqualCoverage
Aspergillaceae,12.154975868028025,17.30678731306055,large_2,kraken,Family,EqualCoverage
Chaetomiaceae,1.5113142129022497,0.47166769798849173,large_2,kraken,Family,EqualCoverage
Cryptococcaceae,8.780785848990378,5.886387446771375,large_2,kraken,Family,EqualCoverage
Debaryomycetaceae,11.499153136569035,10.87602251607344,large_2,kraken,Family,EqualCoverage
Didymellaceae,1.9039849007718261,4.842066422701,large_2,kraken,Family,EqualCoverage
Dipodascaceae,1.9433949546740679,2.3010254870998907,large_2,kraken,Family,EqualCoverage
Malasseziaceae,1.4722677397332493,1.8571486994347397,large_2,kraken,Family,EqualCoverage
Metschnikowiaceae,0.5647107980960676,0.04245996139380071,large_2,kraken,Family,EqualCoverage
Nectriaceae,4.604117216190977,10.744929371529848,large_2,kraken,Family,EqualCoverage
Phaffomycetaceae,1.7776266120959954,1.044755910419099,large_2,kraken,Family,EqualCoverage
Pichiaceae,2.7836160453211773,5.174470130709274,large_2,kraken,Family,EqualCoverage
Saccharomycetaceae,7.604867870566378,15.875383985828725,large_2,kraken,Family,EqualCoverage
Saccharomycodaceae,0.5826800766428186,1.3978083567928035,large_2,kraken,Family,EqualCoverage
Sclerotiniaceae,2.181015939659023,2.3783934411778995,large_2,kraken,Family,EqualCoverage
Sordariaceae,5.593399415529987,9.631110163653588,large_2,kraken,Family,EqualCoverage
Trichocomaceae,1.3144072781031826,3.2493202600921443,large_2,kraken,Family,EqualCoverage
Trichosporonaceae,1.1423776557824579,0.06527476830384372,large_2,kraken,Family,EqualCoverage
Ascochyta rabiei,1.1262889916890373,4.253583754720752,complete_1,kraken,Species,EqualCoverage
Aspergillus chevalieri,0.8188618927113795,4.1805275389668815,complete_1,kraken,Species,EqualCoverage
Aspergillus flavus,1.0200984462397258,1.749352321584309,complete_1,kraken,Species,EqualCoverage
Aspergillus oryzae,1.0445630736456217,1.8474037058827208,complete_1,kraken,Species,EqualCoverage
Brettanomyces bruxellensis,0.36261003369438893,1.1709209264410496,complete_1,kraken,Species,EqualCoverage
Candida albicans,0.3938246648072033,1.4540261086256048,complete_1,kraken,Species,EqualCoverage
Candida dubliniensis,0.40308110371411715,1.4657203708319027,complete_1,kraken,Species,EqualCoverage
Candida orthopsilosis,0.34906452993203735,1.6663796875406396,complete_1,kraken,Species,EqualCoverage
Cryptococcus gattii,0.506657677139671,4.47470803029051,complete_1,kraken,Species,EqualCoverage
Cryptococcus neoformans,0.5253297921733003,1.8559900335386963,complete_1,kraken,Species,EqualCoverage
Debaryomyces hansenii,0.3350868108587955,1.6216767899513627,complete_1,kraken,Species,EqualCoverage
Encephalitozoon cuniculi,0.06886492752462701,0.2193859392958487,complete_1,kraken,Species,EqualCoverage
Eremothecium gossypii,0.25080275721934503,0.8080827369051096,complete_1,kraken,Species,EqualCoverage
Fusarium falciforme,1.4769252136606756,4.64348467943005,complete_1,kraken,Species,EqualCoverage
Kazachstania africana,0.3068976869222132,1.0239722498318455,complete_1,kraken,Species,EqualCoverage
Kazachstania naganishii,0.2990578388667819,0.975470033946942,complete_1,kraken,Species,EqualCoverage
Kluyveromyces lactis,0.29473775377372047,0.9724411146817972,complete_1,kraken,Species,EqualCoverage
Kluyveromyces marxianus,0.3011072425657881,0.9935250266100435,complete_1,kraken,Species,EqualCoverage
Komagataella phaffii,0.25412812669260637,0.8331766745561233,complete_1,kraken,Species,EqualCoverage
Lachancea thermotolerans,0.28656702318363636,0.9409271851100962,complete_1,kraken,Species,EqualCoverage
Lodderomyces elongisporus,0.4435604457972117,1.5051094904929796,complete_1,kraken,Species,EqualCoverage
Malassezia japonica,0.232548381385715,0.7967835511247002,complete_1,kraken,Species,EqualCoverage
Malassezia restricta,0.2021382084352753,0.6851481223828244,complete_1,kraken,Species,EqualCoverage
Malassezia vespertilionis,0.20942589626100463,0.6842526158174773,complete_1,kraken,Species,EqualCoverage
Nakaseomyces glabratus,0.3396571258686881,1.1217997574889207,complete_1,kraken,Species,EqualCoverage
Naumovozyma castellii,0.309362761805377,1.03429691376173,complete_1,kraken,Species,EqualCoverage
Neurospora crassa,1.1315500239900178,12.013826357984676,complete_1,kraken,Species,EqualCoverage
Ogataea parapolymorpha,0.2447041785025245,2.7207662375587964,complete_1,kraken,Species,EqualCoverage
Pichia kudriavzevii,0.2981396398331202,0.9891330936755837,complete_1,kraken,Species,EqualCoverage
Saccharomyces cerevisiae,0.3328492177182055,1.0734094799246852,complete_1,kraken,Species,EqualCoverage
Saccharomyces eubayanus,0.32178740098159203,1.0499748632624029,complete_1,kraken,Species,EqualCoverage
Saccharomyces kudriavzevii,0.3285043164350451,1.0690570546328142,complete_1,kraken,Species,EqualCoverage
Saccharomyces mikatae,0.33377362079939193,1.086697217048733,complete_1,kraken,Species,EqualCoverage
Saccharomyces paradoxus,0.3314698511518714,1.0699393919839653,complete_1,kraken,Species,EqualCoverage
Saccharomycodes ludwigii,0.3446803363478869,1.1098421109986971,complete_1,kraken,Species,EqualCoverage
Scheffersomyces stipitis,0.42576723749625406,1.4981363915760488,complete_1,kraken,Species,EqualCoverage
Talaromyces marneffei,0.7775284600857122,2.5493820840083927,complete_1,kraken,Species,EqualCoverage
Tetrapisispora blattae,0.3873703873656309,1.291346805658943,complete_1,kraken,Species,EqualCoverage
Tetrapisispora phaffii,0.3340548709538469,1.1118635853778263,complete_1,kraken,Species,EqualCoverage
Torulaspora delbrueckii,0.2542460035955764,0.835033533757799,complete_1,kraken,Species,EqualCoverage
Yarrowia lipolytica,0.5653396946603562,1.8261288403486287,complete_1,kraken,Species,EqualCoverage
Zygosaccharomyces rouxii,0.269245322494559,0.8882898359675602,complete_1,kraken,Species,EqualCoverage
Zygotorulaspora mrakii,0.28711091134997196,0.9377863275242833,complete_1,kraken,Species,EqualCoverage
Ascochyta,1.1262889916890373,4.065513786480111,complete_1,kraken,Genus,EqualCoverage
Aspergillus,11.785870443067637,20.39779149474999,complete_1,kraken,Genus,EqualCoverage
Botrytis,1.2901647710233923,1.8102039840196156,complete_1,kraken,Genus,EqualCoverage
Brettanomyces,0.36261003369438893,1.1390051782688924,complete_1,kraken,Genus,EqualCoverage
Candida,3.719088669260551,4.448408632629891,complete_1,kraken,Genus,EqualCoverage
Cryptococcus,3.1149902216972953,6.110357293001408,complete_1,kraken,Genus,EqualCoverage
Debaryomyces,0.6575856092898911,1.5499752037196939,complete_1,kraken,Genus,EqualCoverage
Encephalitozoon,0.06886492752462701,0.2110138280170276,complete_1,kraken,Genus,EqualCoverage
Eremothecium,0.25080275721934503,0.8149228294443872,complete_1,kraken,Genus,EqualCoverage
Fusarium,1.4769252136606756,4.9618363848282,complete_1,kraken,Genus,EqualCoverage
Kazachstania,1.350071053922293,1.9113652555023828,complete_1,kraken,Genus,EqualCoverage
Kluyveromyces,0.5958449963395085,1.8830194568985266,complete_1,kraken,Genus,EqualCoverage
Komagataella,0.25412812669260637,0.7963382061590436,complete_1,kraken,Genus,EqualCoverage
Lachancea,0.5924162260741683,0.8993245845679028,complete_1,kraken,Genus,EqualCoverage
Lodderomyces,0.4435604457972117,1.4385618660900168,complete_1,kraken,Genus,EqualCoverage
Malassezia,1.327256703157978,2.075826269959747,complete_1,kraken,Genus,EqualCoverage
Nakaseomyces,0.3396571258686881,1.0721999713017671,complete_1,kraken,Genus,EqualCoverage
Naumovozyma,0.309362761805377,1.0550628466129792,complete_1,kraken,Genus,EqualCoverage
Neurospora,4.54543471130261,11.482641345091217,complete_1,kraken,Genus,EqualCoverage
Ogataea,1.2305831666116196,2.600468989545284,complete_1,kraken,Genus,EqualCoverage
Penicillium,1.7293100029988295,0.13479988017229008,complete_1,kraken,Genus,EqualCoverage
Pichia,0.6175012582325384,0.9453990942434869,complete_1,kraken,Genus,EqualCoverage
Saccharomyces,1.648384407086106,5.135888650855787,complete_1,kraken,Genus,EqualCoverage
Saccharomycodes,0.3446803363478869,1.0607710258611358,complete_1,kraken,Genus,EqualCoverage
Scheffersomyces,2.034687698277481,1.4318970790737016,complete_1,kraken,Genus,EqualCoverage
Talaromyces,0.7775284600857122,2.5344819339588205,complete_1,kraken,Genus,EqualCoverage
Tetrapisispora,0.7214252583194778,2.2984012063327435,complete_1,kraken,Genus,EqualCoverage
Torulaspora,0.2542460035955764,0.8173458162255781,complete_1,kraken,Genus,EqualCoverage
Yarrowia,0.5653396946603562,1.7453875142547144,complete_1,kraken,Genus,EqualCoverage
Zygosaccharomyces,0.269245322494559,0.8490145681293535,complete_1,kraken,Genus,EqualCoverage
Zygotorulaspora,0.28711091134997196,0.8963225983480894,complete_1,kraken,Genus,EqualCoverage
Aspergillaceae,13.515180446066466,20.50838770585475,complete_1,kraken,Family,EqualCoverage
Chaetomiaceae,1.8391319842659564,0.7767207060996868,complete_1,kraken,Family,EqualCoverage
Cordycipitaceae,0.9290602528616737,0.4673220816637316,complete_1,kraken,Family,EqualCoverage
Cryptococcaceae,7.476640365158657,6.096076507485574,complete_1,kraken,Family,EqualCoverage
Debaryomycetaceae,9.630640169400277,8.886691740280458,complete_1,kraken,Family,EqualCoverage
Didymellaceae,2.1002458684714216,4.056012094907527,complete_1,kraken,Family,EqualCoverage
Dipodascaceae,1.1496017342711728,1.7413082921179606,complete_1,kraken,Family,EqualCoverage
Malasseziaceae,1.327256703157978,2.070974764833626,complete_1,kraken,Family,EqualCoverage
Metschnikowiaceae,0.7767488181134364,0.06240462950806579,complete_1,kraken,Family,EqualCoverage
Nectriaceae,1.4769252136606756,4.950239858180315,complete_1,kraken,Family,EqualCoverage
Phaffomycetaceae,1.0515426271109556,0.7944770490163596,complete_1,kraken,Family,EqualCoverage
Pichiaceae,2.210694458538547,4.675939521192804,complete_1,kraken,Family,EqualCoverage
Saccharomycetaceae,6.618566824075071,17.672515146417936,complete_1,kraken,Family,EqualCoverage
Saccharomycodaceae,0.3446803363478869,1.0582918511131902,complete_1,kraken,Family,EqualCoverage
Sclerotiniaceae,1.2901647710233923,1.8059732764527598,complete_1,kraken,Family,EqualCoverage
Sordariaceae,5.597415757771981,11.455804757582282,complete_1,kraken,Family,EqualCoverage
Trichocomaceae,0.7775284600857122,2.5285584844521805,complete_1,kraken,Family,EqualCoverage
Trichosporonaceae,0.6757655365532244,0.07087468134490861,complete_1,kraken,Family,EqualCoverage
Unikaryonidae,0.06886492752462701,0.21052065829318223,complete_1,kraken,Family,EqualCoverage
Ustilaginaceae,0.5085375035396676,0.269409180292996,complete_1,kraken,Family,EqualCoverage
