,MockCommunity,GeneratedReads,NumSpecies,NumGenera,NumFamily,ClassifiedReads,UnclassifiedReads,TDSpecies,TDGenera,TDFamily,FDSpecies,FDGenera,FDFamily,PropEukaryota,PropUnclassified,RecallSpecies,PrecisionSpecies,RecallGenera,PrecisionGenera,RecallFamily,PrecisionFamily
0,large_2_EC,28604376.0,100.0,59.0,33.0,359964.0,28244412.0,55.0,52.0,27.0,6.0,2.0,0.0,1.2584228371211452,98.74157716287885,55.00000000000001,90.1639344262295,88.13559322033898,96.29629629629629,81.81818181818183,100.0
1,small_3_EC,2764682.0,10.0,9.0,7.0,46285.0,2718397.0,7.0,8.0,6.0,2.0,0.0,0.0,1.6741527597025625,98.32584724029743,70.0,77.77777777777779,88.88888888888889,100.0,85.71428571428571,100.0
2,median_1_EC,14026914.0,50.0,33.0,22.0,182417.0,13844497.0,33.0,31.0,19.0,6.0,3.0,2.0,1.3004784944143808,98.69952150558562,66.0,84.61538461538461,93.93939393939394,91.17647058823529,86.36363636363636,90.47619047619048
3,small_1_EC,2329085.0,10.0,9.0,6.0,47688.0,2281397.0,8.0,8.0,6.0,0.0,0.0,0.0,2.0474993398695194,97.95250066013048,80.0,100.0,88.88888888888889,100.0,100.0,100.0
4,complete_1_EC,48355529.0,165.0,90.0,50.0,540634.0,47814895.0,85.0,76.0,38.0,8.0,5.0,2.0,1.1180396764969731,98.88196032350302,51.515151515151516,91.39784946236558,84.44444444444444,93.82716049382715,76.0,95.0
5,small_2_EC,2386135.0,10.0,9.0,6.0,54378.0,2331757.0,9.0,9.0,4.0,0.0,0.0,0.0,2.2789154846645308,97.72108451533546,90.0,100.0,100.0,100.0,66.66666666666666,100.0
6,median_2_EC,14050238.0,50.0,37.0,25.0,202801.0,13847437.0,31.0,31.0,20.0,7.0,1.0,0.0,1.443399037083927,98.55660096291608,62.0,81.57894736842105,83.78378378378379,96.875,80.0,100.0
7,median_3_EC,12163378.0,50.0,36.0,20.0,202791.0,11960587.0,32.0,31.0,15.0,6.0,3.0,2.0,1.667225995936326,98.33277400406367,64.0,84.21052631578947,86.11111111111111,91.17647058823529,75.0,88.23529411764706
8,large_1_EC,28167862.0,100.0,67.0,44.0,396253.0,27771609.0,64.0,60.0,35.0,8.0,4.0,1.0,1.4067556849007568,98.59324431509924,64.0,88.88888888888889,89.55223880597015,93.75,79.54545454545455,97.22222222222221
