@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2706	superkingdom	2706	Eukaryota	99.99999999999997
4753	phylum	2706|4753	Eukaryota|Ascomycota	78.89556081668069
4970	phylum	2706|4970	Eukaryota|Basidiomycota	21.10443918331931
4891	class	2706|4753|4891	Eukaryota|Ascomycota|Saccharomycetes	66.3429240384567
4972	class	2706|4970|4972	Eukaryota|Basidiomycota|Tremellomycetes	10.500882329303623
55193	class	2706|4970|55193	Eukaryota|Basidiomycota|Malasseziomycetes	6.579330149788637
5044	class	2706|4753|5044	Eukaryota|Ascomycota|Sordariomycetes	4.27766099972402
4967	class	2706|4753|4967	Eukaryota|Ascomycota|Eurotiomycetes	4.212310735911813
4996	class	2706|4970|4996	Eukaryota|Basidiomycota|Microbotryomycetes	2.6454080688322312
40219	class	2706|4753|40219	Eukaryota|Ascomycota|Xylonomycetes	2.1982537733806957
5014	class	2706|4753|5014	Eukaryota|Ascomycota|Dothideomycetes	1.864411269207466
5218	class	2706|4970|5218	Eukaryota|Basidiomycota|Agaricomycetes	1.3788186353948158
4892	order	2706|4753|4891|4892	Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales	66.3429240384567
4973	order	2706|4970|4972|4973	Eukaryota|Basidiomycota|Tremellomycetes|Tremellales	8.320815852607053
55194	order	2706|4970|55193|55194	Eukaryota|Basidiomycota|Malasseziomycetes|Malasseziales	6.579330149788637
5139	order	2706|4753|5044|5139	Eukaryota|Ascomycota|Sordariomycetes|Sordariales	2.668539776824272
5001	order	2706|4970|4996|5001	Eukaryota|Basidiomycota|Microbotryomycetes|Sporidiobolales	2.6454080688322312
4968	order	2706|4753|4967|4968	Eukaryota|Ascomycota|Eurotiomycetes|Onygenales	2.3730360371645918
40220	order	2706|4753|40219|40220	Eukaryota|Ascomycota|Xylonomycetes|Xylonomycetales	2.1982537733806957
5417	order	2706|4970|4972|5417	Eukaryota|Basidiomycota|Tremellomycetes|Trichosporonales	2.1800664766965703
5015	order	2706|4753|5014|5015	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales	1.864411269207466
5042	order	2706|4753|4967|5042	Eukaryota|Ascomycota|Eurotiomycetes|Eurotiales	1.8392746987472217
5046	order	2706|4753|5044|5046	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales	1.609121222899748
5320	order	2706|4970|5218|5320	Eukaryota|Basidiomycota|Agaricomycetes|Agaricales	1.3788186353948158
4920	family	2706|4753|4891|4892|4920	Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae	26.363056222721692
4893	family	2706|4753|4891|4892|4893	Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae	22.395914962001562
4975	family	2706|4970|4972|4973|4975	Eukaryota|Basidiomycota|Tremellomycetes|Tremellales|Cryptococcaceae	8.320815852607053
76773	family	2706|4970|55193|55194|76773	Eukaryota|Basidiomycota|Malasseziomycetes|Malasseziales|Malasseziaceae	6.579330149788637
4909	family	2706|4753|4891|4892|4909	Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Pichiaceae	6.001570021469577
27319	family	2706|4753|4891|4892|27319	Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Metschnikowiaceae	4.416144556318669
4903	family	2706|4753|4891|4892|4903	Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales|Phaffomycetaceae	4.109607763341014
