Lineage	Rank	Name	TaxID	RPKS	Euk_fraction	Reads	Amt_marker_sequence
phylum-Ascomycota	phylum	Ascomycota	4890	16.9775	38.1473	381859	22492002
phylum-Ascomycota|class-Saccharomycetes	class	Saccharomycetes	4891	20.3251	12.7409	234980	11561090
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales	order	Saccharomycetales	4892	20.3251	8.7373	234980	11561090
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Priceomyces	genus	Priceomyces	766759	23.2925	2.5153	6963	298938
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Priceomyces|species-Priceomyces_carsonii	species	Priceomyces carsonii	28549	23.2925	2.1939	6963	298938
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Hyphopichia	genus	Hyphopichia	507510	21.4992	2.3217	7345	341640
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Hyphopichia|species-Hyphopichia_burtonii	species	Hyphopichia burtonii	717740	21.4992	2.025	7345	341640
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Suhomyces	genus	Suhomyces	1539666	21.9559	2.371	7798	355167
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Suhomyces|species-Suhomyces_tanzawaensis	species	Suhomyces tanzawaensis	46583	21.9559	2.0681	7798	355167
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Debaryomyces	genus	Debaryomyces	4958	22.0886	2.3853	7308	330849
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Debaryomyces|species-Debaryomyces_hansenii	species	Debaryomyces hansenii	4959	22.346	2.1048	7295	326457
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Scheffersomyces	genus	Scheffersomyces	766733	22.1381	2.3907	7849	354547
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Scheffersomyces|species-Scheffersomyces_stipitis	species	Scheffersomyces stipitis	4924	22.1381	2.0852	7849	354547
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Candida	genus	Candida	1535326	21.3955	2.3105	31212	1458811
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Candida|species-Candida_orthopsilosis	species	Candida orthopsilosis	273371	22.2515	2.0959	6809	306002
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Candida|species-Candida_parapsilosis	species	Candida parapsilosis	5480	21.073	1.9849	6575	312010
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Lodderomyces	genus	Lodderomyces	36913	21.3944	2.3104	6726	314381
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Lodderomyces|species-Lodderomyces_elongisporus	species	Lodderomyces elongisporus	36914	21.3944	2.0152	6726	314381
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Pichiaceae|genus-Brettanomyces	genus	Brettanomyces	13366	20.3106	2.1933	6503	320177
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Pichiaceae|genus-Brettanomyces|species-Brettanomyces_bruxellensis	species	Brettanomyces bruxellensis	5007	20.3106	1.9131	6503	320177
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Pichiaceae|genus-Pichia	genus	Pichia	4919	21.6321	2.336	6474	299278
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Pichiaceae|genus-Pichia|species-Pichia_kudriavzevii	species	Pichia kudriavzevii	4909	21.6321	2.0376	6474	299278
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Pichiaceae|genus-Ogataea	genus	Ogataea	461281	19.7363	2.1313	14048	711784
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Pichiaceae|genus-Ogataea|species-Ogataea_philodendri	species	Ogataea philodendri	1378263	22.9247	2.1593	7340	320179
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Pichiaceae|genus-Ogataea|species-Ogataea_polymorpha	species	Ogataea polymorpha	460523	20.2903	1.9112	6578	324195
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Naumovozyma	genus	Naumovozyma	278028	22.67	2.4481	7178	316630
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Naumovozyma|species-Naumovozyma_castellii	species	Naumovozyma castellii	27288	22.67	2.1353	7178	316630
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Zygotorulaspora	genus	Zygotorulaspora	1196389	21.9034	2.3653	7397	337710
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Zygotorulaspora|species-Zygotorulaspora_mrakii	species	Zygotorulaspora mrakii	42260	21.9034	2.0631	7397	337710
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Tetrapisispora	genus	Tetrapisispora	113604	22.0272	2.3787	12788	580554
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Tetrapisispora|species-Tetrapisispora_phaffii	species	Tetrapisispora phaffii	113608	22.3948	2.1094	6578	293729
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Saccharomyces	genus	Saccharomyces	4930	15.6866	1.694	18666	1189930
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Saccharomyces|species-Saccharomyces_eubayanus	species	Saccharomyces eubayanus	1080349	21.3811	2.0139	6504	304194
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Saccharomyces|species-Saccharomyces_cerevisiae	species	Saccharomyces cerevisiae	4932	22.7439	2.1423	7012	308302
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Saccharomyces|species-Saccharomyces_mikatae	species	Saccharomyces mikatae	114525	15.9114	1.4987	3624	227761
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Eremothecium	genus	Eremothecium	33170	21.7781	2.3518	6075	278950
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Eremothecium|species-Eremothecium_cymbalariae	species	Eremothecium cymbalariae	45285	21.7781	2.0513	6075	278950
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Kluyveromyces	genus	Kluyveromyces	4910	21.5817	2.3306	12589	583319
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Kluyveromyces|species-Kluyveromyces_marxianus	species	Kluyveromyces marxianus	4911	21.7856	2.052	6404	293955
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Torulaspora	genus	Torulaspora	4948	21.6932	2.3426	7298	336419
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Torulaspora|species-Torulaspora_delbrueckii	species	Torulaspora delbrueckii	4950	21.8053	2.0539	7297	334643
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Nakaseomyces	genus	Nakaseomyces	374468	0.0971	0.0105	27	277922
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Nakaseomyces|species-[Candida]_glabrata	species	[Candida] glabrata	5478	0.0971	0.0092	27	277922
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Phaffomycetaceae|genus-Cyberlindnera	genus	Cyberlindnera	604195	23.2711	2.513	7767	333761
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Phaffomycetaceae|genus-Cyberlindnera|species-Cyberlindnera_jadinii	species	Cyberlindnera jadinii	4903	23.2711	2.1919	7767	333761
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Phaffomycetaceae|genus-Wickerhamomyces	genus	Wickerhamomyces	599737	18.317	1.978	4970	271332
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Phaffomycetaceae|genus-Wickerhamomyces|species-Wickerhamomyces_ciferrii	species	Wickerhamomyces ciferrii	1041607	18.317	1.7253	4970	271332
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Phaffomycetaceae|genus-Komagataella	genus	Komagataella	460517	17.7883	1.9209	6213	349275
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Phaffomycetaceae|genus-Komagataella|species-Komagataella_phaffii	species	Komagataella phaffii	460519	19.4604	1.833	6188	317979
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Ascoideaceae|genus-Ascoidea	genus	Ascoidea	27308	20.1382	2.1747	6079	301864
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Ascoideaceae|genus-Ascoidea|species-Ascoidea_rubescens	species	Ascoidea rubescens	54195	20.1382	1.8968	6079	301864
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Dipodascaceae|genus-Saprochaete	genus	Saprochaete	1232588	22.1574	2.3927	7735	349094
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Dipodascaceae|genus-Saprochaete|species-Saprochaete_ingens	species	Saprochaete ingens	2606893	22.1574	2.087	7735	349094
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Dipodascaceae|genus-Yarrowia	genus	Yarrowia	4951	20.492	2.2129	7140	348429
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Dipodascaceae|genus-Yarrowia|species-Yarrowia_lipolytica	species	Yarrowia lipolytica	4952	20.6446	1.9445	7132	345465
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycodaceae|genus-Saccharomycodes	genus	Saccharomycodes	36034	22.9508	2.4784	6283	273760
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycodaceae|genus-Saccharomycodes|species-Saccharomycodes_ludwigii	species	Saccharomycodes ludwigii	36035	22.9508	2.1618	6283	273760
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Metschnikowiaceae|genus-Clavispora	genus	Clavispora	36910	22.3875	2.4176	7169	320224
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Metschnikowiaceae|genus-Clavispora|species-Clavispora_lusitaniae	species	Clavispora lusitaniae	36911	22.3875	2.1087	7169	320224
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|genus-Diutina	genus	Diutina	1910789	22.6141	2.4421	7380	326345
phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|genus-Diutina|species-Diutina_rugosa	species	Diutina rugosa	5481	22.6141	2.1301	7380	326345
phylum-Ascomycota|class-Sordariomycetes	class	Sordariomycetes	147550	9.5632	5.9948	14206	1485481
phylum-Ascomycota|class-Sordariomycetes|order-Sordariales	order	Sordariales	5139	12.695	5.4573	12030	947618
phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Sordariaceae|genus-Neurospora	genus	Neurospora	5140	9.4421	1.0196	5601	593194
phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Sordariaceae|genus-Neurospora|species-Neurospora_crassa	species	Neurospora crassa	5141	14.1502	1.3328	4809	339855
phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Sordariaceae|genus-Sordaria	genus	Sordaria	5146	18.1393	1.9588	6429	354424
phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Sordariaceae|genus-Sordaria|species-Sordaria_macrospora	species	Sordaria macrospora	5147	18.1393	1.7086	6429	354424
phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales	order	Hypocreales	5125	4.0456	1.7391	2176	537863
phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Nectriaceae|genus-Fusarium	genus	Fusarium	5506	4.0456	0.4369	2176	537863
phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Nectriaceae|genus-Fusarium|species-Fusarium_proliferatum	species	Fusarium proliferatum	948311	7.5793	0.7139	1508	198964
phylum-Ascomycota|class-Leotiomycetes	class	Leotiomycetes	147548	7.5754	4.7487	5194	685640
phylum-Ascomycota|class-Leotiomycetes|order-Helotiales	order	Helotiales	5178	7.5754	3.2565	5194	685640
phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Sclerotiniaceae|genus-Botryotinia	genus	Botryotinia	40558	0.0206	0.0022	7	339461
phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Sclerotiniaceae|genus-Botryotinia|species-Botryotinia_narcissicola	species	Botryotinia narcissicola	278944	0.0148	0.0014	5	337586
phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Sclerotiniaceae|genus-Botrytis	genus	Botrytis	33196	14.9836	1.6181	5187	346179
phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Sclerotiniaceae|genus-Botrytis|species-Botrytis_porri	species	Botrytis porri	87229	15.1737	1.4292	5183	341577
phylum-Ascomycota|class-Eurotiomycetes	class	Eurotiomycetes	147545	14.4095	9.0327	97730	6782352
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales	order	Onygenales	33183	12.331	5.3008	29310	2376936
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Ajellomycetaceae|genus-Histoplasma	genus	Histoplasma	5036	11.8905	1.284	3618	304277
