Lineage	Rank	Name	TaxID	RPKS	Euk_fraction	Reads	Amt_marker_sequence
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Ajellomycetaceae|genus-Histoplasma|species-Histoplasma_capsulatum	species	Histoplasma capsulatum	5037	11.8905	1.12	3618	304277
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Ajellomycetaceae|genus-Blastomyces	genus	Blastomyces	229219	8.5584	0.9242	3413	398788
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Ajellomycetaceae|genus-Blastomyces|species-Blastomyces_dermatitidis	species	Blastomyces dermatitidis	5039	3.8926	0.3667	307	78867
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Arthrodermataceae|genus-Nannizzia	genus	Nannizzia	1915381	19.0052	2.0523	6717	353429
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Arthrodermataceae|genus-Nannizzia|species-Nannizzia_gypsea	species	Nannizzia gypsea	63402	19.0052	1.7901	6717	353429
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Arthrodermataceae|genus-Microsporum	genus	Microsporum	34392	19.296	2.0837	6943	359815
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Arthrodermataceae|genus-Microsporum|species-Microsporum_canis	species	Microsporum canis	63405	19.296	1.8175	6943	359815
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Arthrodermataceae|genus-Trichophyton	genus	Trichophyton	5550	5.9788	0.6456	3084	515821
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|family-Arthrodermataceae|genus-Trichophyton|species-Trichophyton_violaceum	species	Trichophyton violaceum	34388	1.3967	0.1316	127	90930
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|genus-Paracoccidioides	genus	Paracoccidioides	38946	12.4436	1.3438	5535	444806
phylum-Ascomycota|class-Eurotiomycetes|order-Onygenales|genus-Paracoccidioides|species-Paracoccidioides_brasiliensis	species	Paracoccidioides brasiliensis	121759	14.7141	1.3859	5272	358295
phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales	order	Eurotiales	5042	14.3613	6.1736	45568	3172966
phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Aspergillus	genus	Aspergillus	5052	13.9654	1.5081	39166	2804510
phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Aspergillus|species-Aspergillus_glaucus	species	Aspergillus glaucus	41413	16.7012	1.5731	5879	352011
phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Aspergillus|species-Aspergillus_fischeri	species	Aspergillus fischeri	36630	15.6731	1.4763	5761	367572
phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Trichocomaceae|genus-Talaromyces	genus	Talaromyces	5094	17.3752	1.8763	6402	368456
phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Trichocomaceae|genus-Talaromyces|species-Talaromyces_marneffei	species	Talaromyces marneffei	37727	17.959	1.6916	6398	356255
phylum-Ascomycota|class-Eurotiomycetes|order-Chaetothyriales	order	Chaetothyriales	34395	18.5419	7.9708	22852	1232450
phylum-Ascomycota|class-Eurotiomycetes|order-Chaetothyriales|family-Cyphellophoraceae|genus-Cyphellophora	genus	Cyphellophora	226991	20.7212	2.2377	8084	390131
phylum-Ascomycota|class-Eurotiomycetes|order-Chaetothyriales|family-Cyphellophoraceae|genus-Cyphellophora|species-Cyphellophora_europaea	species	Cyphellophora europaea	293227	20.7212	1.9518	8084	390131
phylum-Ascomycota|class-Eurotiomycetes|order-Chaetothyriales|family-Herpotrichiellaceae|genus-Cladophialophora	genus	Cladophialophora	82105	17.5326	1.8933	14768	842319
phylum-Ascomycota|class-Eurotiomycetes|order-Chaetothyriales|family-Herpotrichiellaceae|genus-Cladophialophora|species-Cladophialophora_bantiana	species	Cladophialophora bantiana	89940	19.088	1.7979	7363	385739
phylum-Ascomycota|class-Dothideomycetes	class	Dothideomycetes	147541	14.3215	8.9775	23321	1628396
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales	order	Pleosporales	92860	12.4315	5.344	15836	1273860
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Pleosporaceae|genus-Alternaria	genus	Alternaria	5598	4.8302	0.5216	2427	502465
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Pleosporaceae|genus-Alternaria|species-Alternaria_alternata	species	Alternaria alternata	5599	2.0941	0.1972	275	131319
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Pleosporaceae|genus-Bipolaris	genus	Bipolaris	33194	16.2133	1.7509	6689	412562
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Pleosporaceae|genus-Bipolaris|species-Bipolaris_sorokiniana	species	Bipolaris sorokiniana	45130	18.0094	1.6963	6651	369308
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Didymellaceae|genus-Ascochyta	genus	Ascochyta	5453	18.7274	2.0223	6720	358833
phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Didymellaceae|genus-Ascochyta|species-Ascochyta_rabiei	species	Ascochyta rabiei	5454	18.7274	1.764	6720	358833
phylum-Ascomycota|class-Dothideomycetes|order-Venturiales	order	Venturiales	1111111	21.1121	9.0756	7485	354536
phylum-Ascomycota|class-Dothideomycetes|order-Venturiales|family-Sympoventuriaceae|genus-Verruconis	genus	Verruconis	1494215	21.1121	2.2799	7485	354536
phylum-Ascomycota|class-Dothideomycetes|order-Venturiales|family-Sympoventuriaceae|genus-Verruconis|species-Verruconis_gallopava	species	Verruconis gallopava	253628	21.1121	1.9886	7485	354536
phylum-Ascomycota|class-Xylonomycetes	class	Xylonomycetes	1217819	18.4161	11.5443	6428	349043
phylum-Ascomycota|class-Xylonomycetes|order-Xylonales	order	Xylonales	1217820	18.4161	7.9167	6428	349043
phylum-Ascomycota|class-Xylonomycetes|order-Xylonales|family-Xylonaceae|genus-Xylona	genus	Xylona	1217823	18.4161	1.9887	6428	349043
phylum-Ascomycota|class-Xylonomycetes|order-Xylonales|family-Xylonaceae|genus-Xylona|species-Xylona_heveae	species	Xylona heveae	1217826	18.4161	1.7346	6428	349043
phylum-Basidiomycota	phylum	Basidiomycota	5204	14.1333	31.7565	72586	5135814
phylum-Basidiomycota|class-Tremellomycetes	class	Tremellomycetes	155616	10.4287	6.5373	29620	2840246
phylum-Basidiomycota|class-Tremellomycetes|order-Trichosporonales	order	Trichosporonales	1851469	16.5862	7.13	4882	294341
phylum-Basidiomycota|class-Tremellomycetes|order-Trichosporonales|family-Trichosporonaceae|genus-Trichosporon	genus	Trichosporon	5552	16.5862	1.7911	4882	294341
phylum-Basidiomycota|class-Tremellomycetes|order-Trichosporonales|family-Trichosporonaceae|genus-Trichosporon|species-Trichosporon_asahii	species	Trichosporon asahii	82508	17.634	1.661	4868	276058
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales	order	Tremellales	5234	9.7168	4.177	24738	2545905
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus	genus	Cryptococcus	5206	6.9327	0.7486	8538	1231561
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus|species-Cryptococcus_gattii_VGI	species	Cryptococcus gattii VGI	37769	8.5969	0.8098	2503	291151
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus|species-Cryptococcus_gattii_VGII	species	Cryptococcus gattii VGII	1859096	7.1099	0.6697	2099	295224
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Cryptococcus|species-Cryptococcus_wingfieldii	species	Cryptococcus wingfieldii	5619	9.9418	0.9364	3015	303266
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Kwoniella	genus	Kwoniella	490731	12.3255	1.331	16200	1314344
phylum-Basidiomycota|class-Tremellomycetes|order-Tremellales|family-Cryptococcaceae|genus-Kwoniella|species-Kwoniella_mangrovensis	species	Kwoniella mangrovensis	463800	13.1091	1.2348	4497	343043
phylum-Basidiomycota|class-Agaricomycetes	class	Agaricomycetes	155619	12.8376	8.0474	4583	356998
phylum-Basidiomycota|class-Agaricomycetes|order-Agaricales	order	Agaricales	5338	12.8376	5.5186	4583	356998
phylum-Basidiomycota|class-Agaricomycetes|order-Agaricales|family-Schizophyllaceae|genus-Schizophyllum	genus	Schizophyllum	5333	12.8376	1.3863	4583	356998
phylum-Basidiomycota|class-Agaricomycetes|order-Agaricales|family-Schizophyllaceae|genus-Schizophyllum|species-Schizophyllum_commune	species	Schizophyllum commune	5334	12.8376	1.2092	4583	356998
phylum-Basidiomycota|class-Wallemiomycetes	class	Wallemiomycetes	431957	17.2509	10.8138	10729	621940
phylum-Basidiomycota|class-Wallemiomycetes|order-Wallemiales	order	Wallemiales	431958	17.2509	7.4158	10729	621940
phylum-Basidiomycota|class-Wallemiomycetes|order-Wallemiales|family-Wallemiaceae|genus-Wallemia	genus	Wallemia	148959	17.2509	1.8629	10729	621940
phylum-Basidiomycota|class-Wallemiomycetes|order-Wallemiales|family-Wallemiaceae|genus-Wallemia|species-Wallemia_ichthyophaga	species	Wallemia ichthyophaga	245174	17.9122	1.6872	5758	321456
phylum-Basidiomycota|class-Malasseziomycetes	class	Malasseziomycetes	1538075	21.0036	13.1663	27654	1316630
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales	order	Malasseziales	162474	21.0036	9.029	27654	1316630
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales|family-Malasseziaceae|genus-Malassezia	genus	Malassezia	55193	21.0036	2.2681	27654	1316630
phylum-Basidiomycota|class-Malasseziomycetes|order-Malasseziales|family-Malasseziaceae|genus-Malassezia|species-Malassezia_restricta	species	Malassezia restricta	76775	21.8594	2.059	7614	348317
phylum-Mucoromycota	phylum	Mucoromycota	1913637	13.3944	30.0962	3347	249881
phylum-Mucoromycota|class-Mucoromycetes	class	Mucoromycetes	2212703	13.3944	8.3964	3347	249881
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales	order	Mucorales	4827	13.3944	5.7579	3347	249881
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Mucoraceae|genus-Cokeromyces	genus	Cokeromyces	90254	13.3944	1.4464	3347	249881
phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Mucoraceae|genus-Cokeromyces|species-Cokeromyces_recurvatus	species	Cokeromyces recurvatus	90255	13.3944	1.2616	3347	249881
