,MockCommunity,GeneratedReads,NumSpecies,NumGenera,NumFamily,TDSpecies,TDGenera,TDFamily,FDSpecies,FDGenera,FDFamily,RecallSpecies,PrecisionSpecies,RecallGenera,PrecisionGenera,RecallFamily,PrecisionFamily
0,small_2,1000000.0,10.0,9.0,6.0,8.0,9.0,4.0,12.0,3.0,2.0,80.0,40.0,100.0,75.0,66.66666666666666,66.66666666666666
1,median_3,5000000.0,50.0,36.0,20.0,40.0,35.0,17.0,89.0,10.0,7.0,80.0,31.007751937984494,97.22222222222221,77.77777777777779,85.0,70.83333333333334
2,small_3,1000000.0,10.0,9.0,7.0,8.0,9.0,7.0,22.0,5.0,2.0,80.0,26.666666666666668,100.0,64.28571428571429,100.0,77.77777777777779
3,large_2,10000000.0,100.0,59.0,33.0,77.0,57.0,31.0,190.0,22.0,7.0,77.0,28.83895131086142,96.61016949152543,72.15189873417721,93.93939393939394,81.57894736842105
4,large_1,10000000.0,100.0,67.0,44.0,74.0,64.0,39.0,182.0,24.0,8.0,74.0,28.90625,95.52238805970148,72.72727272727273,88.63636363636364,82.97872340425532
5,median_2,5000000.0,50.0,37.0,25.0,39.0,35.0,24.0,118.0,11.0,3.0,78.0,24.840764331210192,94.5945945945946,76.08695652173914,96.0,88.88888888888889
6,small_1,1000000.0,10.0,9.0,6.0,9.0,9.0,6.0,33.0,2.0,0.0,90.0,21.428571428571427,100.0,81.81818181818183,100.0,100.0
7,complete_1,16500000.0,165.0,90.0,50.0,127.0,85.0,44.0,252.0,32.0,10.0,76.96969696969697,33.50923482849604,94.44444444444444,72.64957264957265,88.0,81.48148148148148
8,median_1,5000000.0,50.0,33.0,22.0,40.0,31.0,19.0,145.0,18.0,8.0,80.0,21.62162162162162,93.93939393939394,63.26530612244898,86.36363636363636,70.37037037037037
