,MockCommunity,GeneratedReads,NumSpecies,NumGenera,NumFamily,TDSpecies,TDGenera,TDFamily,FDSpecies,FDGenera,FDFamily,RecallSpecies,PrecisionSpecies,RecallGenera,PrecisionGenera,RecallFamily,PrecisionFamily
0,small_3,1000000.0,10.0,9.0,7.0,5.0,5.0,4.0,0.0,0.0,0.0,50.0,100.0,55.55555555555556,100.0,57.14285714285714,100.0
1,median_2,5000000.0,50.0,37.0,25.0,13.0,10.0,8.0,2.0,0.0,0.0,26.0,86.66666666666667,27.027027027027028,100.0,32.0,100.0
2,median_3,5000000.0,50.0,36.0,20.0,12.0,10.0,6.0,4.0,0.0,1.0,24.0,75.0,27.77777777777778,100.0,30.0,85.71428571428571
3,large_2,10000000.0,100.0,59.0,33.0,24.0,9.0,8.0,2.0,0.0,0.0,24.0,92.3076923076923,15.254237288135593,100.0,24.242424242424242,100.0
4,complete_1,16500000.0,165.0,89.0,50.0,39.0,14.0,9.0,4.0,0.0,1.0,23.636363636363637,90.69767441860465,15.730337078651685,100.0,18.0,90.0
5,median_1,5000000.0,50.0,33.0,22.0,17.0,9.0,6.0,0.0,0.0,1.0,34.0,100.0,27.27272727272727,100.0,27.27272727272727,85.71428571428571
6,large_1,10000000.0,100.0,67.0,44.0,21.0,13.0,9.0,2.0,0.0,1.0,21.0,91.30434782608695,19.402985074626866,100.0,20.454545454545457,90.0
7,small_1,1000000.0,10.0,9.0,6.0,5.0,5.0,4.0,0.0,0.0,0.0,50.0,100.0,55.55555555555556,100.0,66.66666666666666,100.0
8,small_2,1000000.0,10.0,9.0,6.0,4.0,4.0,3.0,0.0,0.0,0.0,40.0,100.0,44.44444444444444,100.0,50.0,100.0
