,MockCommunity,GeneratedReads,NumSpecies,NumGenera,NumFamily,TDSpecies,TDGenera,TDFamily,FDSpecies,FDGenera,FDFamily,RecallSpecies,PrecisionSpecies,RecallGenera,PrecisionGenera,RecallFamily,PrecisionFamily
0,large_2_EC,28604376.0,100.0,59.0,33.0,53.0,42.0,22.0,36.0,14.0,4.0,53.0,59.55056179775281,71.1864406779661,75.0,66.66666666666666,84.61538461538461
1,small_2_EC,2386135.0,10.0,9.0,6.0,8.0,9.0,4.0,3.0,0.0,1.0,80.0,72.72727272727273,100.0,100.0,66.66666666666666,80.0
2,large_1_EC,28167862.0,100.0,67.0,44.0,57.0,47.0,27.0,31.0,14.0,4.0,56.99999999999999,64.77272727272727,70.1492537313433,77.04918032786885,61.36363636363637,87.09677419354838
3,median_2_EC,14050238.0,50.0,37.0,25.0,26.0,24.0,17.0,18.0,10.0,2.0,52.0,59.09090909090909,64.86486486486487,70.58823529411765,68.0,89.47368421052632
4,complete_1_EC,48355529.0,165.0,89.0,50.0,89.0,62.0,30.0,39.0,17.0,6.0,53.939393939393945,69.53125,69.66292134831461,78.48101265822784,60.0,83.33333333333334
5,median_3_EC,12163378.0,50.0,36.0,20.0,36.0,28.0,13.0,14.0,5.0,3.0,72.0,72.0,77.77777777777779,84.84848484848484,65.0,81.25
6,median_1_EC,14026914.0,50.0,33.0,22.0,25.0,25.0,17.0,31.0,14.0,3.0,50.0,44.642857142857146,75.75757575757575,64.1025641025641,77.27272727272727,85.0
7,small_1_EC,2329085.0,10.0,9.0,6.0,7.0,8.0,6.0,3.0,0.0,0.0,70.0,70.0,88.88888888888889,100.0,100.0,100.0
8,small_3_EC,2764682.0,10.0,9.0,7.0,5.0,6.0,6.0,6.0,4.0,0.0,50.0,45.45454545454545,66.66666666666666,60.0,85.71428571428571,100.0
