,MockCommunity,GeneratedReads,NumSpecies,NumGenera,NumFamily,TDSpecies,TDGenera,TDFamily,FDSpecies,FDGenera,FDFamily,RecallSpecies,PrecisionSpecies,RecallGenera,PrecisionGenera,RecallFamily,PrecisionFamily
0,small_1b,1000000.0,10.0,9.0,6.0,7.0,8.0,6.0,3.0,1.0,1.0,70.0,70.0,88.88888888888889,88.88888888888889,100.0,85.71428571428571
1,small_2b,1000000.0,10.0,9.0,6.0,8.0,9.0,4.0,4.0,1.0,2.0,80.0,66.66666666666666,100.0,90.0,66.66666666666666,66.66666666666666
2,small_3b,1000000.0,10.0,9.0,7.0,5.0,6.0,5.0,4.0,2.0,1.0,50.0,55.55555555555556,66.66666666666666,75.0,71.42857142857143,83.33333333333334
